Source,Target,Weight,Directed
318636000000,348169000000000,1,true
318636000000,160738000000,1,true
318636000000,77701077034,1,true
318636000000,437973000000000,1,true
318636000000,198992000000,1,true
318636000000,233895000000000,1,true
318636000000,126661000000000,1,true
318636000000,271948000000,1,true
318636000000,354485000000,1,true
318636000000,131177000000000,1,true
318636000000,14696440021,1,true
318636000000,262135000000,1,true
109362000000000,229265000000000,1,true
109362000000000,100332000000,1,true
109362000000000,262135000000,1,true
109362000000000,14696440021,1,true
198992000000,233895000000000,1,true
198992000000,155768000000000,1,true
198992000000,6427302910,1,true
198992000000,109362000000000,1,true
198992000000,348169000000000,1,true
198992000000,229265000000000,1,true
198992000000,354485000000,1,true
198992000000,6723083591,1,true
198992000000,9801962186,1,true
198992000000,106021000000000,1,true
198992000000,165329000000,1,true
198992000000,178206000000000,1,true
198992000000,176402000000000,1,true
198992000000,318636000000,1,true
198992000000,187627000000000,1,true
198992000000,117576000000000,1,true
198992000000,216396000000,1,true
198992000000,126661000000000,1,true
198992000000,271948000000,1,true
198992000000,126574000000,1,true
198992000000,247448000000000,1,true
198992000000,131177000000000,1,true
198992000000,262135000000,1,true
198992000000,100332000000,1,true
198992000000,14696440021,1,true
198992000000,77701077034,1,true
198992000000,160738000000,1,true
310311000000000,100332000000,1,true
310311000000000,348169000000000,1,true
310311000000000,262135000000,1,true
310311000000000,14696440021,1,true
155768000000000,100332000000,1,true
155768000000000,77701077034,1,true
155768000000000,247448000000000,1,true
155768000000000,122168000000,1,true
155768000000000,14696440021,1,true
155768000000000,262135000000,1,true
131177000000000,247448000000000,1,true
131177000000000,354485000000,1,true
131177000000000,178206000000000,1,true
131177000000000,176402000000000,1,true
131177000000000,126661000000000,1,true
131177000000000,318636000000,1,true
131177000000000,126574000000,1,true
131177000000000,165329000000,1,true
131177000000000,187627000000000,1,true
131177000000000,117576000000000,1,true
131177000000000,271948000000,1,true
131177000000000,160738000000,1,true
131177000000000,77701077034,1,true
131177000000000,216396000000,1,true
131177000000000,198992000000,1,true
131177000000000,14696440021,1,true
178206000000000,437973000000000,1,true
178206000000000,176402000000000,1,true
178206000000000,117576000000000,1,true
178206000000000,187627000000000,1,true
178206000000000,126661000000000,1,true
178206000000000,262135000000,1,true
176402000000000,14696440021,1,true
176402000000000,178206000000000,1,true
176402000000000,117576000000000,1,true
176402000000000,126661000000000,1,true
176402000000000,160738000000,1,true
216396000000,229265000000000,1,true
216396000000,100332000000,1,true
216396000000,247448000000000,1,true
216396000000,356787000000000,1,true
216396000000,348169000000000,1,true
216396000000,189667000000000,1,true
216396000000,262135000000,1,true
216396000000,14696440021,1,true
126661000000000,454781000000000,1,true
126661000000000,437973000000000,1,true
126661000000000,442215000000000,1,true
126661000000000,153333000000000,1,true
126661000000000,181675000000000,1,true
126661000000000,310311000000000,1,true
126661000000000,280779000000,1,true
126661000000000,189667000000000,1,true
126661000000000,122168000000,1,true
126661000000000,356787000000000,1,true
126661000000000,173151000000000,1,true
126661000000000,109362000000000,1,true
126661000000000,233895000000000,1,true
126661000000000,348169000000000,1,true
126661000000000,229265000000000,1,true
126661000000000,262135000000,1,true
126661000000000,131177000000000,1,true
126661000000000,271948000000,1,true
126661000000000,318636000000,1,true
126661000000000,155768000000000,1,true
126661000000000,122238000000000,1,true
126661000000000,216396000000,1,true
126661000000000,206052000000000,1,true
126661000000000,354485000000,1,true
126661000000000,126574000000,1,true
126661000000000,165329000000,1,true
126661000000000,160738000000,1,true
126661000000000,198992000000,1,true
126661000000000,109462000000,1,true
126661000000000,187627000000000,1,true
126661000000000,117576000000000,1,true
126661000000000,247448000000000,1,true
126661000000000,77701077034,1,true
126661000000000,100332000000,1,true
126661000000000,176402000000000,1,true
126661000000000,178206000000000,1,true
126661000000000,14696440021,1,true
437973000000000,155768000000000,1,true
437973000000000,348169000000000,1,true
437973000000000,126661000000000,1,true
437973000000000,262135000000,1,true
437973000000000,14696440021,1,true
437973000000000,178206000000000,1,true
187627000000000,115047000000000,1,true
187627000000000,271948000000,1,true
187627000000000,203833000000000,1,true
187627000000000,189667000000000,1,true
187627000000000,216396000000,1,true
187627000000000,178206000000000,1,true
187627000000000,176402000000000,1,true
187627000000000,229265000000000,1,true
187627000000000,348169000000000,1,true
187627000000000,109462000000,1,true
187627000000000,198992000000,1,true
187627000000000,160738000000,1,true
187627000000000,165329000000,1,true
187627000000000,126661000000000,1,true
187627000000000,126574000000,1,true
187627000000000,354485000000,1,true
187627000000000,262135000000,1,true
187627000000000,14696440021,1,true
271948000000,77701077034,1,true
271948000000,160738000000,1,true
271948000000,198992000000,1,true
271948000000,14696440021,1,true
229265000000000,348169000000000,1,true
229265000000000,262135000000,1,true
229265000000000,100332000000,1,true
229265000000000,14696440021,1,true
229265000000000,109362000000000,1,true
14696440021,247448000000000,1,true
14696440021,77701077034,1,true
14696440021,262135000000,1,true
14696440021,100332000000,1,true
280779000000,14696440021,1,true
280779000000,247448000000000,1,true
280779000000,262135000000,1,true
280779000000,348169000000000,1,true
77701077034,354485000000,1,true
77701077034,271948000000,1,true
77701077034,160738000000,1,true
77701077034,198992000000,1,true
77701077034,233895000000000,1,true
77701077034,131177000000000,1,true
77701077034,348169000000000,1,true
77701077034,14696440021,1,true
371890000000000,11218770329,1,true
371890000000000,162962000000,1,true
371890000000000,5873603189,1,true
193442000000000,162962000000,1,true
193442000000000,8062627951,1,true
791037000000000,562821000000000,1,true
5873603189,7270241753,1,true
562821000000000,38123997728,1,true
562821000000000,791037000000000,1,true
562821000000000,5873603189,1,true
18807449704,335423000000,1,true
335423000000,18807449704,1,true
60342206410,18807449704,1,true
280465000000,357308000000000,1,true
26012002239,7270241753,1,true
185870000000000,38123997728,1,true
252857000000000,367116000000000,1,true
104958000000,7270241753,1,true
104958000000,5654204293,1,true
162962000000,106021000000000,1,true
162962000000,371890000000000,1,true
162962000000,5873603189,1,true
162962000000,41911143546,1,true
162962000000,11218770329,1,true
162962000000,110985000000000,1,true
21359210842,104063000000000,1,true
21359210842,252857000000000,1,true
22707976849,26012002239,1,true
178137000000000,196204000000000,1,true
178137000000000,119162000000000,1,true
178137000000000,38123997728,1,true
178137000000000,14696440021,1,true
178137000000000,106021000000000,1,true
178137000000000,6723083591,1,true
178137000000000,154335000000000,1,true
178137000000000,240873000000000,1,true
196204000000000,155975000000000,1,true
196204000000000,9801962186,1,true
196204000000000,38123997728,1,true
196204000000000,116599000000000,1,true
196204000000000,168069000000000,1,true
196204000000000,109801000000000,1,true
196204000000000,119162000000000,1,true
196204000000000,286785000000000,1,true
196204000000000,122313000000,1,true
196204000000000,6723083591,1,true
84296203938,89946695959,1,true
84296203938,93235358688,1,true
66878763935,93235358688,1,true
67919847338,84296203938,1,true
67919847338,66878763935,1,true
67919847338,93235358688,1,true
116599000000000,155975000000000,1,true
337091000000000,209663000000000,1,true
337091000000000,109801000000000,1,true
337091000000000,11218770329,1,true
337091000000000,152207000000000,1,true
337091000000000,5758174322,1,true
337091000000000,119162000000000,1,true
337091000000000,47144560930,1,true
337091000000000,168069000000000,1,true
337091000000000,37871178334,1,true
168069000000000,109801000000000,1,true
168069000000000,119162000000000,1,true
179342000000000,6723083591,1,true
109801000000000,209663000000000,1,true
109801000000000,168069000000000,1,true
109801000000000,119162000000000,1,true
286785000000000,106272000000000,1,true
286785000000000,122313000000,1,true
286785000000000,119162000000000,1,true
286785000000000,8062627951,1,true
286785000000000,5758174322,1,true
286785000000000,9801962186,1,true
286785000000000,6723083591,1,true
152207000000000,109801000000000,1,true
152207000000000,119162000000000,1,true
29282006975,20528438720,1,true
209663000000000,119162000000000,1,true
209663000000000,104958000000,1,true
209663000000000,14696440021,1,true
209663000000000,41911143546,1,true
209663000000000,109801000000000,1,true
209663000000000,9801962186,1,true
209663000000000,168069000000000,1,true
7270241753,5654204293,1,true
7270241753,104958000000,1,true
106272000000000,119162000000000,1,true
106272000000000,9801962186,1,true
106272000000000,286785000000000,1,true
106272000000000,6723083591,1,true
